ItemName,ItemID,BasePrice,SellPrice,PriceCoefficient,Weight,Width,Height,InventorySize,CategoryID,SubcategoryID,ShopName,PriceSource,StackCapacity,VisualName,CatalogVisualPath,IconVisualName,CatalogIconPath,DroppedVisualName,CatalogDroppedPath
5.45x39 C-III,657ea17a-0c61-4ef3-b993-639e0791ab2d,58,58,1.00,0.011,2,1,2,30,25,None (default),Repository TextAsset,30,Ammo/Boxes/BoxAmmo_545x39HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_545x39HP.prefab,,,Ammo/Boxes/BoxAmmo_545x39HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_545x39HP.prefab
5.45x39 E,36c7a7d2-7eca-400f-a28e-68613070505c,32,32,1.00,0.011,1,1,1,3,25,None (default),Repository TextAsset,60,Ammo/Boxes/BoxAmmo_545x39HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_545x39HP.prefab,,,Ammo/Boxes/BoxAmmo_545x39HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_545x39HP.prefab
5.56x45,610a082d-33bd-460b-bb88-ef3151b583d4,18,18,1.00,0.017,1,1,1,3,,SIMPLESHOP01,Repository TextAsset,60,Ammo/Ammo_556.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_556.prefab,,,Ammo/Boxes/BoxAmmo_556x45Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45Reg.prefab
5.56x45 A-II,d3b7a43a-c819-45a9-b732-419d6b86af39,23,25.3,1.10,0.01,2,1,2,30,,offline_01c4b488,Repository TextAsset,30,Ammo/Boxes/BoxAmmo_556x45Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45Reg.prefab,,,Ammo/Boxes/BoxAmmo_556x45Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45Reg.prefab
5.56x45 A-III,e67d7b1d-9cad-4eb9-86d8-ca7cb246e003,32,32,1.00,0.011,2,1,2,30,,None (default),Repository TextAsset,30,Ammo/Boxes/BoxAmmo_556x45Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45Reg.prefab,,,Ammo/Boxes/BoxAmmo_556x45Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45Reg.prefab
5.56x45 AP,5eb47e12-202a-4930-b1fc-48ab5feac994,27,27,1.00,0.034,1,1,1,3,24,None (default),Repository TextAsset,60,Ammo/Ammo_556AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_556AP.prefab,,,Ammo/Boxes/BoxAmmo_556x45AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45AP.prefab
5.56x45 B-II,b7e9b7bd-ecc1-4b3a-95b3-34fdcfb93388,39,39,1.00,0.011,2,1,2,30,24,None (default),Repository TextAsset,30,Ammo/Boxes/BoxAmmo_556x45AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45AP.prefab,,,Ammo/Boxes/BoxAmmo_556x45AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45AP.prefab
5.56x45 B-III,ff076351-905f-4935-81f0-8128b44e9b60,52,52,1.00,0.012,2,1,2,30,24,None (default),Repository TextAsset,30,Ammo/Boxes/BoxAmmo_556x45AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45AP.prefab,,,Ammo/Boxes/BoxAmmo_556x45AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45AP.prefab
5.56x45 C-II,56289523-e367-43ce-b991-cfd96d630a81,52,52,1.00,0.009,2,1,2,30,25,None (default),Repository TextAsset,30,Ammo/Boxes/BoxAmmo_556x45HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45HP.prefab,,,Ammo/Boxes/BoxAmmo_556x45HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45HP.prefab
5.56x45 C-III,c69d94f2-5c9f-4495-97de-720838e30f5c,62,62,1.00,0.01,2,1,2,30,25,None (default),Repository TextAsset,30,Ammo/Boxes/BoxAmmo_556x45HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45HP.prefab,,,Ammo/Boxes/BoxAmmo_556x45HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45HP.prefab
5.56x45 E,4cddd566-a0c6-41c3-b0b7-4e9ff6561bcc,36,36,1.00,0.022,1,1,1,3,25,None (default),Repository TextAsset,60,Ammo/Boxes/BoxAmmo_556x45HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45HP.prefab,,,Ammo/Boxes/BoxAmmo_556x45HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_556x45HP.prefab
57x28,0e9060f6-f0d4-4f62-9457-c9165a959b4d,14,14,1.00,0.013,1,1,1,3,,01_Warehouse_YellowVan_RaidShop,Repository TextAsset,60,Ammo/Ammo_57x28.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_57x28.prefab,,,Ammo/Boxes/BoxAmmo_57x28Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_57x28Reg.prefab
57x28 AP,e9fd9b62-e02b-435a-88fc-87dd5597a00a,21,21,1.00,0.026,1,1,1,3,24,None (default),Repository TextAsset,60,Ammo/Ammo_57x28AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_57x28AP.prefab,,,Ammo/Boxes/BoxAmmo_57x28AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_57x28AP.prefab
57x28 E,cc5a5fde-6c82-45af-babf-3d6875a26911,28,28,1.00,0.005,1,1,1,3,25,None (default),Repository TextAsset,60,Ammo/Ammo_57x28EXP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_57x28EXP.prefab,,,Ammo/Boxes/BoxAmmo_57x28HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_57x28HP.prefab
7.61x54R,156fe687-ac99-4003-9d05-5c5411cd6bac,35,35,1.00,0.04,1,1,1,3,,01_Warehouse_YellowVan_RaidShop,Repository TextAsset,20,Ammo/Ammo_761x54R.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_761x54R.prefab,,,Ammo/Boxes/BoxAmmo_0762x54RReg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RReg.prefab
7.61x54R A-II,aefd910c-c723-44ce-91c9-6fce6d170c4d,27,27,1.00,0.027,2,2,4,30,,None (default),Repository TextAsset,20,Ammo/Boxes/BoxAmmo_0762x54RReg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RReg.prefab,,,Ammo/Boxes/BoxAmmo_0762x54RReg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RReg.prefab
7.61x54R A-III,7347093e-df84-4a63-ac83-889ac0743aa8,32,32,1.00,0.025,2,2,4,30,,None (default),Repository TextAsset,20,Ammo/Boxes/BoxAmmo_0762x54RReg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RReg.prefab,,,Ammo/Boxes/BoxAmmo_0762x54RReg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RReg.prefab
7.61x54R AP,3853e916-f0eb-441f-9584-6416afb5607c,53,53,1.00,0.08,1,1,1,3,24,None (default),Repository TextAsset,20,Ammo/Ammo_761x54RAP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_761x54RAP.prefab,,,Ammo/Boxes/BoxAmmo_0762x54RAP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RAP.prefab
7.61x54R B-II,e1979572-6d66-44f5-a0ae-b20b40e6639e,45,45,1.00,0.029,2,2,4,30,24,None (default),Repository TextAsset,20,Ammo/Boxes/BoxAmmo_0762x54RAP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RAP.prefab,,,Ammo/Boxes/BoxAmmo_0762x54RAP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RAP.prefab
7.61x54R B-III,904d5805-ba41-4dd7-9868-e55685b15fca,60,60,1.00,0.032,2,2,4,30,24,None (default),Repository TextAsset,20,Ammo/Boxes/BoxAmmo_0762x54RAP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RAP.prefab,,,Ammo/Boxes/BoxAmmo_0762x54RAP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RAP.prefab
7.61x54R C-II,62c4e0d3-8854-4507-a844-962daa929276,80,80,1.00,0.027,2,2,4,30,25,None (default),Repository TextAsset,20,Ammo/Boxes/BoxAmmo_0762x54RHP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RHP.prefab,,,Ammo/Boxes/BoxAmmo_0762x54RHP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RHP.prefab
7.61x54R C-III,d64e2c9d-cffc-4cf6-982f-8bfd824f3a2e,100,100,1.00,0.03,2,2,4,30,25,None (default),Repository TextAsset,20,Ammo/Boxes/BoxAmmo_0762x54RHP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RHP.prefab,,,Ammo/Boxes/BoxAmmo_0762x54RHP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RHP.prefab
7.61x54R E,0791b0fb-40f4-4033-a5cd-cb8c77c597cf,70,70,1.00,0.025,1,1,1,3,25,None (default),Repository TextAsset,20,Ammo/Boxes/BoxAmmo_0762x54RHP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RHP.prefab,,,Ammo/Boxes/BoxAmmo_0762x54RHP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_0762x54RHP.prefab
7.62x39,8efa41be-c593-4490-a6e4-b5827ed27260,20,20,1.00,0.018,1,1,1,3,,PEDLAR,Repository TextAsset,60,Ammo/Ammo_762x39.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_762x39.prefab,,,Ammo/Boxes/BoxAmmo_762x39Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x39Reg.prefab
7.62x39 AP,19c325cd-790d-4b4f-8cd4-f1dda2953c1a,30,30,1.00,0.036,1,1,1,3,24,None (default),Repository TextAsset,60,Ammo/Ammo_762x39AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_762x39AP.prefab,,,Ammo/Boxes/BoxAmmo_762x39AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x39AP.prefab
7.62x51,a6b4d8ab-7ec1-4561-a22e-3b87a7a08a5d,24,24,1.00,0.02,1,1,1,3,,PEDLAR,Repository TextAsset,60,Ammo/Ammo_762x51.prefab,,,,Ammo/Boxes/BoxAmmo_762x51Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51Reg.prefab
7.62x51 A-II,9e34ca37-ad83-4908-b87b-101fd9e92458,30,33,1.10,0.02,2,1,2,30,,offline_01c4b488,Repository TextAsset,30,Ammo/Boxes/BoxAmmo_762x51Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51Reg.prefab,,,Ammo/Boxes/BoxAmmo_762x51Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51Reg.prefab
7.62x51 A-III,c827137e-9e74-4ac1-bed2-23324e6c22e7,40,40,1.00,0.022,2,1,2,30,,None (default),Repository TextAsset,30,Ammo/Boxes/BoxAmmo_762x51Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51Reg.prefab,,,Ammo/Boxes/BoxAmmo_762x51Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51Reg.prefab
7.62x51 AP,a13b7181-fb63-4fa9-8a4d-ae3cd520bcaa,36,36,1.00,0.04,1,1,1,3,24,None (default),Repository TextAsset,60,Ammo/Ammo_762x51AP.prefab,,,,Ammo/Boxes/BoxAmmo_762x51AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51AP.prefab
7.62x51 B-II,0b616ec6-838c-4c2f-9c7c-f2f57e4a759b,36,36,1.00,0.022,2,1,2,30,24,None (default),Repository TextAsset,30,Ammo/Boxes/BoxAmmo_762x51AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51AP.prefab,,,Ammo/Boxes/BoxAmmo_762x51AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51AP.prefab
7.62x51 B-III,cfce51ca-c0bb-4f8e-834a-b6074c19f6d5,44,44,1.00,0.024,2,1,2,30,24,None (default),Repository TextAsset,30,Ammo/Boxes/BoxAmmo_762x51AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51AP.prefab,,,Ammo/Boxes/BoxAmmo_762x51AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51AP.prefab
7.62x51 C-II,d071a739-8cb6-4551-a5c4-ead2949773ba,62,62,1.00,0.016,2,1,2,30,25,None (default),Repository TextAsset,30,Ammo/Boxes/BoxAmmo_762x51HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51HP.prefab,,,Ammo/Boxes/BoxAmmo_762x51HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51HP.prefab
7.62x51 C-III,207ab5df-87bd-4858-a720-e8934d5733c7,74,74,1.00,0.018,2,1,2,30,25,None (default),Repository TextAsset,30,Ammo/Boxes/BoxAmmo_762x51HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51HP.prefab,,,Ammo/Boxes/BoxAmmo_762x51HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51HP.prefab
7.62x51 E,f9cb234f-9f73-4c4b-9029-f064e0c3f2f3,48,48,1.00,0.014,1,1,1,3,25,None (default),Repository TextAsset,60,Ammo/Boxes/BoxAmmo_762x51HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51HP.prefab,,,Ammo/Boxes/BoxAmmo_762x51HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_762x51HP.prefab
7H36,71720ce6-1050-4c66-91f7-334d39df7597,18,18,1.00,0.012,1,1,1,3,,None (default),Repository TextAsset,30,Ammo/Ammo_7H36.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_7H36.prefab,,,Ammo/Boxes/BoxAmmo_7H36Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_7H36Reg.prefab
7H36 AP,1e772905-dc8e-4125-86a7-6beca64357d0,1,1,1.00,0.024,1,1,1,3,24,None (default),Repository TextAsset,30,Ammo/Ammo_7H36AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_7H36AP.prefab,,,Ammo/Boxes/BoxAmmo_7H36AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_7H36AP.prefab
9x19,e3e576c5-7cf4-4e9b-8283-2fd5eb4676d2,10,10,1.00,0.01,1,1,1,3,,SIMPLESHOP01,Repository TextAsset,60,Ammo/Ammo_9x19.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_9x19.prefab,,,Ammo/Boxes/BoxAmmo_019x19Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19Reg.prefab
9x19 A-II,9f5c76b9-f09e-4bee-ada1-2ed0afe7ce17,6,6,1.00,0.008,1,1,1,30,,None (default),Repository TextAsset,60,Ammo/Boxes/BoxAmmo_019x19Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19Reg.prefab,,,Ammo/Boxes/BoxAmmo_019x19Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19Reg.prefab
9x19 A-III,cb6d4579-12b9-478c-94e4-579f01a45a83,12,12,1.00,0.013,1,1,1,30,,None (default),Repository TextAsset,60,Ammo/Boxes/BoxAmmo_019x19Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19Reg.prefab,,,Ammo/Boxes/BoxAmmo_019x19Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19Reg.prefab
9x19 AP,bb5ca07d-ad87-45c0-96da-dd153a03bcf7,15,15,1.00,0.02,1,1,1,3,24,01_Warehouse_YellowVan_RaidShop,Repository TextAsset,60,Ammo/Ammo_9x19AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_9x19AP.prefab,,,Ammo/Boxes/BoxAmmo_019x19AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19AP.prefab
9x19 B-II,bea27756-b4e4-4b61-b572-c8f81e3f7e8b,12,12,1.00,0.013,1,1,1,30,24,None (default),Repository TextAsset,60,Ammo/Boxes/BoxAmmo_019x19AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19AP.prefab,,,Ammo/Boxes/BoxAmmo_019x19AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19AP.prefab
9x19 B-III,82700397-d829-4dbd-8e84-38120f0d0ba2,18,18,1.00,0.016,1,1,1,30,24,None (default),Repository TextAsset,60,Ammo/Boxes/BoxAmmo_019x19AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19AP.prefab,,,Ammo/Boxes/BoxAmmo_019x19AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19AP.prefab
9x19 C-II,22d7f633-57d4-4906-b0b1-ea0299203826,18,18,1.00,0.007,1,1,1,30,25,None (default),Repository TextAsset,60,Ammo/Boxes/BoxAmmo_019x19HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19HP.prefab,,,Ammo/Boxes/BoxAmmo_019x19HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19HP.prefab
9x19 C-III,3222f212-6e49-4391-8eff-a929474e1e4c,24,24,1.00,0.005,1,1,1,30,25,None (default),Repository TextAsset,60,Ammo/Boxes/BoxAmmo_019x19HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19HP.prefab,,,Ammo/Boxes/BoxAmmo_019x19HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19HP.prefab
9x19 E,d08d0179-5c5f-4ae4-bf1f-8032d52f3498,20,20,1.00,0.004,1,1,1,3,25,None (default),Repository TextAsset,60,Ammo/Boxes/BoxAmmo_019x19HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19HP.prefab,,,Ammo/Boxes/BoxAmmo_019x19HP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_019x19HP.prefab
9x39,6ff28efa-75bf-4d6a-8cc6-9b01b00bfe50,26,26,1.00,0.02,1,1,1,3,,None (default),Repository TextAsset,30,Ammo/Ammo_9x39.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_9x39.prefab,,,Ammo/Boxes/BoxAmmo_9x39Reg.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_9x39Reg.prefab
9x39 AP,ba1ff498-fd79-4260-833c-686d6a8b6ac3,39,39,1.00,0.04,1,1,1,3,24,None (default),Repository TextAsset,30,Ammo/Ammo_9x39AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Ammo_9x39AP.prefab,,,Ammo/Boxes/BoxAmmo_9x39AP.prefab,Assets/Prefabs/Items/Weapons/Ammo/Boxes/BoxAmmo_9x39AP.prefab
_OBSOLETE_Basement key 3,6077cfb5-ab25-4428-973b-6cb84f6bbe69,3000,3000,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
_OBSOLETE_Boss office key card,bcd5b67a-f0c4-4531-a00f-2552085b48fa,25000,25000,1.00,0.01,1,1,1,23,41,None (default),Repository TextAsset,,Items/Keys/Card_Key/Card_Key.prefab,Assets/Prefabs/Items/Keys/Card_Key/Card_Key.prefab,Items/Keys/Card_Key/Card_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Card_Key/Card_Key_GUI.prefab,Items/Keys/Card_Key/Card_Key.prefab,Assets/Prefabs/Items/Keys/Card_Key/Card_Key.prefab
_OBSOLETE_Door key mini office,38b50584-237f-479c-99d0-abf62532d10d,20000,20000,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key/Perforated_Key.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key.prefab,Keys/Perforated_Key/Perforated_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key_GUI.prefab,Keys/Perforated_Key/Perforated_Key.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key.prefab
Aboutamask,bccbdac1-13d1-4308-96bb-a47fed8a5b7c,8500,8500,1.00,0.75,2,2,4,7,73,None (default),Repository TextAsset,,Outfits/Hats/Mask_06/Mask_06.prefab,Assets/Prefabs/Items/Outfits/Hats/Mask_06/Mask_06.prefab,Outfits/Hats/Mask_06/Mask_06_Dropped.prefab,Assets/Prefabs/Items/Outfits/Hats/Mask_06/Mask_06_Dropped.prefab,Outfits/Hats/Mask_06/Mask_06_GUI.prefab,Assets/Prefabs/Items/Outfits/Hats/Mask_06/Mask_06_GUI.prefab
AccountData_ItemsStatistics,cacf3f24-6058-4729-bf97-8b449c1dfdc7,0,0,1.00,0,1,1,1,12,93,None (default),Repository TextAsset,,,,,,,
AccountData_Storage_Module,58553d07-55c9-42c3-8e42-914d4727f925,0,0,1.00,0,1,1,1,12,93,None (default),Repository TextAsset,,,,,,,
AccountItemTemplate,301c7f08-f629-4f66-9bf7-6b1dddbabd17,0,0,1.00,0,1,1,1,12,,None (default),Repository TextAsset,,,,,,,
Acid,81c4f709-043f-459f-a058-c1a63baf42b1,30,30,1.00,0.2,1,1,1,17,55,None (default),Repository TextAsset,10,Loot/Reagent/Acid.prefab,Assets/Prefabs/Items/Loot/Reagent/Acid.prefab,Loot/Reagent/Acid_GUI.prefab,Assets/Prefabs/Items/Loot/Reagent/Acid_GUI.prefab,,
Acrylic,d89d8235-967b-456b-8d81-1fca88458fe9,542,542,1.00,6,2,1,2,17,62,None (default),Repository TextAsset,10,Loot/TNT/Acrylic.prefab,Assets/Prefabs/Items/Loot/TNT/Acrylic.prefab,Loot/TNT/Acrylic_GUI.prefab,Assets/Prefabs/Items/Loot/TNT/Acrylic_GUI.prefab,Loot/TNT/Acrylic_Dropped.prefab,Assets/Prefabs/Items/Loot/TNT/Acrylic_Dropped.prefab
Aid Kit Usage Speed 1,72cf09a2-346d-4e85-8f73-aed7f8fd935e,11000,11000,1.00,0.5,1,1,1,31,,None (default),Repository TextAsset,,Droid/Servo/Servo.prefab,Assets/Prefabs/Items/Droid/Servo/Servo.prefab,Droid/Servo/Servo_GUI.prefab,Assets/Prefabs/Items/Droid/Servo/Servo_GUI.prefab,,
Aidkit box,27618756-432d-4595-a756-e82a7a8bc97e,28000,28000,1.00,10,3,3,9,22,47,SIMPLESHOP01,Repository TextAsset,,Items/Cases/AidKits_Case/AidKits_Case.prefab,Assets/Prefabs/Items/Cases/AidKits_Case/AidKits_Case.prefab,Items/Cases/AidKits_Case/AidKits_Case_GUI.prefab,Assets/Prefabs/Items/Cases/AidKits_Case/AidKits_Case_GUI.prefab,Items/Cases/AidKits_Case/AidKits_Case.prefab,Assets/Prefabs/Items/Cases/AidKits_Case/AidKits_Case.prefab
AIMBOT Collimator sight,86454eec-84a2-4623-b2f0-bfba7a14d30d,1500,1500,1.00,0.2,1,1,1,20,30,None (default),Repository TextAsset,,Items/Weapons/Modules/Sights/Sight_01.prefab,,Items/Weapons/Modules/Sights/Sight_01_GUI.prefab,,Weapons/Modules/Sights/Sight_01_Dropped.prefab,
Air hammer,a16da3a0-a42c-44f2-924c-1be58a7a9f1c,32400,32400,1.00,5,2,2,4,17,67,None (default),Repository TextAsset,,Loot/Air_Hummer/Air_Hummer.prefab,Assets/Prefabs/Items/Loot/Air_Hummer/Air_Hummer.prefab,Loot/Air_Hummer/Air_Hummer_GUI.prefab,Assets/Prefabs/Items/Loot/Air_Hummer/Air_Hummer_GUI.prefab,,
Alcali salt,4546bb7f-1186-498a-ab0b-83c2a003a83c,91,91,1.00,0.2,1,1,1,17,55,None (default),Repository TextAsset,10,Loot/ANFO/AlcaliSalt.prefab,Assets/Prefabs/Items/Loot/ANFO/AlcaliSalt.prefab,Loot/ANFO/AlcaliSalt_GUI.prefab,Assets/Prefabs/Items/Loot/ANFO/AlcaliSalt_GUI.prefab,,
Alkaline detergent,11212814-8ed5-4d79-b0b5-c12a16d1640f,25000,25000,1.00,4,2,3,6,17,64,None (default),Repository TextAsset,,Loot/Bottle_02_M_Plastic_WithHandle_01/Bottle_02_M_Plastic_WithHandle_01.prefab,Assets/Prefabs/Items/Loot/Bottle_02_M_Plastic_WithHandle_01/Bottle_02_M_Plastic_WithHandle_01.prefab,Loot/Bottle_02_M_Plastic_WithHandle_01/Bottle_02_M_Plastic_WithHandle_01_GUI.prefab,Assets/Prefabs/Items/Loot/Bottle_02_M_Plastic_WithHandle_01/Bottle_02_M_Plastic_WithHandle_01_GUI.prefab,,
Aluminum bar,c55edf17-995b-4fdd-a990-1ba4d7a0e853,27,27,1.00,0.3,1,1,1,17,62,None (default),Repository TextAsset,20,Loot/GoldBullion/AluminumInglot.prefab,Assets/Prefabs/Items/Loot/GoldBullion/AluminumInglot.prefab,Loot/GoldBullion/AluminumInglot_GUI.prefab,Assets/Prefabs/Items/Loot/GoldBullion/AluminumInglot_GUI.prefab,,
Aluminum foil,112d0e63-7d49-4f83-89b8-c2c8cf9fb99a,20,20,1.00,1,2,1,2,17,63,None (default),Repository TextAsset,5,Loot/Aluminum_foil/Aluminum_foil.prefab,Assets/Prefabs/Items/Loot/Aluminum_foil/Aluminum_foil.prefab,Loot/Aluminum_foil/Aluminum_foil_GUI.prefab,Assets/Prefabs/Items/Loot/Aluminum_foil/Aluminum_foil_GUI.prefab,,
